pair,count
"('dataset', 'object-detection')",16
"('statsmodels', 'time-series')",16
"('keras', 'text-classification')",16
"('arima', 'forecasting')",16
"('deep-learning', 'normalization')",16
"('image-preprocessing', 'keras')",16
"('data-mining', 'unsupervised-learning')",16
"('deep-learning', 'unsupervised-learning')",16
"('cnn', 'regression')",16
"('python', 'similarity')",16
"('anomaly', 'anomaly-detection')",16
"('ai', 'python')",16
"('clustering', 'statistics')",16
"('multilabel-classification', 'scikit-learn')",15
"('cnn', 'yolo')",15
"('bigdata', 'machine-learning')",15
"('deep-learning', 'finetuning')",15
"('deep-learning', 'sentiment-analysis')",15
"('interpretation', 'machine-learning')",15
"('information-extraction', 'nlp')",15
"('categorical-data', 'scikit-learn')",15
"('feature-selection', 'r')",15
"('image-segmentation', 'python')",15
"('pytorch', 'training')",15
"('feature-engineering', 'predictive-modeling')",15
"('data-science-model', 'keras')",15
"('data-cleaning', 'deep-learning')",15
"('deep-learning', 'language-model')",15
"('keras', 'transformer')",15
"('image-preprocessing', 'opencv')",15
"('computer-vision', 'transformer')",15
"('binary-classification', 'python')",15
"('lasso', 'machine-learning')",15
"('keras', 'prediction')",15
"('categorical-encoding', 'one-hot-encoding')",15
"('graph-neural-network', 'machine-learning')",15
"('deep-learning', 'logistic-regression')",15
"('data-augmentation', 'image-classification')",15
"('bert', 'tensorflow')",15
"('gradient-descent', 'logistic-regression')",15
"('optimization', 'statistics')",15
"('lstm', 'training')",15
"('distribution', 'python')",15
"('image-segmentation', 'keras')",15
"('excel', 'python')",15
"('machine-learning-model', 'xgboost')",15
"('bayesian', 'statistics')",15
"('feature-selection', 'features')",15
"('preprocessing', 'time-series')",15
"('llm', 'transformer')",15
"('logistic-regression', 'neural-network')",15
"('jupyter', 'pandas')",15
"('metric', 'regression')",15
"('python', 'topic-model')",15
"('data-analysis', 'data-cleaning')",15
"('seaborn', 'visualization')",15
"('model-selection', 'predictive-modeling')",15
"('cross-validation', 'regression')",15
"('classification', 'feature-extraction')",15
"('time-series', 'xgboost')",15
"('feature-selection', 'pca')",15
"('recommender-system', 'similarity')",15
"('categorical-data', 'feature-engineering')",15
"('doc2vec', 'nlp')",15
"('gradient-descent', 'mini-batch-gradient-descent')",15
"('descriptive-statistics', 'statistics')",15
"('colab', 'python')",15
"('data-imputation', 'scikit-learn')",15
"('data', 'r')",15
"('machine-learning', 'validation')",15
"('distribution', 'machine-learning')",15
"('binary-classification', 'scikit-learn')",15
"('hyperparameter-tuning', 'neural-network')",15
"('feature-extraction', 'nlp')",15
"('gan', 'tensorflow')",15
"('image-segmentation', 'semantic-segmentation')",15
"('neural-network', 'r')",15
"('audio-recognition', 'deep-learning')",15
"('graphs', 'python')",15
"('aws', 'sagemaker')",15
"('python', 'supervised-learning')",15
"('keras', 'transfer-learning')",15
"('data-augmentation', 'machine-learning')",15
"('deep-learning', 'gpt')",14
"('classification', 'text')",14
"('ai', 'nlp')",14
"('anomaly-detection', 'deep-learning')",14
"('python', 'smote')",14
"('clustering', 'deep-learning')",14
"('model-evaluations', 'nlp')",14
"('bert', 'finetuning')",14
"('bayesian', 'probability')",14
"('attention-mechanism', 'lstm')",14
"('pyspark', 'python')",14
"('scikit-learn', 'unsupervised-learning')",14
"('correlation', 'linear-regression')",14
"('learning-to-rank', 'ranking')",14
"('computer-vision', 'nlp')",14
"('image-recognition', 'python')",14
"('finetuning', 'transformer')",14
"('linear-regression', 'neural-network')",14
"('prediction', 'regression')",14
"('implementation', 'machine-learning')",14
"('data-cleaning', 'time-series')",14
"('correlation', 'pearsons-correlation-coefficient')",14
"('feature-selection', 'machine-learning-model')",14
"('machine-learning', 'research')",14
"('feature-selection', 'linear-regression')",14
"('classification', 'roc')",14
"('feature-engineering', 'one-hot-encoding')",14
"('anaconda', 'python')",14
"('classification', 'probability-calibration')",14
"('machine-learning', 'rmse')",14
"('image', 'python')",14
"('image-preprocessing', 'image-segmentation')",14
"('activation-function', 'keras')",14
"('nlp', 'training')",14
"('autoencoder', 'vae')",14
"('gan', 'neural-network')",14
"('cosine-distance', 'nlp')",14
"('classification', 'data-cleaning')",14
"('tensorflow', 'transfer-learning')",14
"('data-analysis', 'r')",14
"('neural-network', 'object-detection')",14
"('graph-neural-network', 'graphs')",14
"('class-imbalance', 'keras')",14
"('forecasting', 'keras')",14
"('cross-validation', 'neural-network')",14
"('bigdata', 'data')",14
"('confusion-matrix', 'scikit-learn')",14
"('class-imbalance', 'random-forest')",14
"('lstm', 'transformer')",14
"('accuracy', 'confusion-matrix')",14
"('gridsearchcv', 'machine-learning')",14
"('machine-learning', 'spacy')",14
"('model-evaluations', 'scikit-learn')",14
"('neural-network', 'normalization')",14
"('plotly', 'python')",14
"('class-imbalance', 'cross-validation')",14
"('kaggle', 'machine-learning')",14
"('data-cleaning', 'statistics')",14
"('multiclass-classification', 'xgboost')",14
"('scikit-learn', 'tensorflow')",14
"('lasso', 'regression')",14
"('dataset', 'pytorch')",14
"('deep-learning', 'sequence-to-sequence')",14
"('ai', 'deep-learning')",14
"('random-forest', 'time-series')",14
"('metric', 'performance')",14
"('bigdata', 'dataset')",14
"('deep-learning', 'image')",14
"('dataset', 'python-3.x')",14
"('finetuning', 'llm')",13
"('overfitting', 'tensorflow')",13
"('computer-vision', 'image-preprocessing')",13
"('feature-importances', 'machine-learning')",13
"('accuracy', 'random-forest')",13
"('metric', 'python')",13
"('machine-learning', 'matrix')",13
"('overfitting', 'xgboost')",13
"('algorithms', 'deep-learning')",13
"('forecasting', 'predictive-modeling')",13
"('missing-data', 'pandas')",13
"('rnn', 'sequence')",13
"('feature-engineering', 'xgboost')",13
"('correlation', 'pandas')",13
"('embeddings', 'transformer')",13
"('decision-trees', 'feature-engineering')",13
"('correlation', 'r')",13
"('image-segmentation', 'neural-network')",13
"('classification', 'sentiment-analysis')",13
"('data-science-model', 'decision-trees')",13
"('machine-learning', 'vc-theory')",13
"('dataset', 'feature-engineering')",13
"('cuda', 'gpu')",13
"('linear-regression', 'ridge-regression')",13
"('cross-validation', 'feature-selection')",13
"('machine-learning', 'matrix-factorisation')",13
"('convolution', 'keras')",13
"('gridsearchcv', 'hyperparameter-tuning')",13
"('prediction', 'random-forest')",13
"('deep-learning', 'huggingface')",13
"('clustering', 'similarity')",13
"('optimization', 'reinforcement-learning')",13
"('classification', 'transformer')",13
"('machine-learning-model', 'multiclass-classification')",13
"('preprocessing', 'regression')",13
"('deep-learning', 'supervised-learning')",13
"('model-evaluations', 'training')",13
"('computer-vision', 'machine-learning-model')",13
"('classification', 'f1score')",13
"('dimensionality-reduction', 'python')",13
"('deep-learning', 'prediction')",13
"('bigdata', 'python')",13
"('data-mining', 'k-means')",13
"('convolution', 'machine-learning')",13
"('nlp', 'question-answering')",13
"('machine-learning', 'sequence-to-sequence')",13
"('cross-validation', 'model-selection')",13
"('deep-learning', 'regularization')",13
"('feature-selection', 'logistic-regression')",13
"('feature-selection', 'time-series')",13
"('pytorch', 'rnn')",13
"('image-classification', 'machine-learning-model')",13
"('attention-mechanism', 'keras')",13
"('encoding', 'scikit-learn')",13
"('ngrams', 'nlp')",13
"('supervised-learning', 'time-series')",13
"('class-imbalance', 'sampling')",13
"('binary-classification', 'tensorflow')",13
"('image-recognition', 'neural-network')",13
"('neural-network', 'weight-initialization')",13
"('overfitting', 'regularization')",13
"('model-evaluations', 'regression')",13
"('labels', 'machine-learning')",13
"('deep-learning', 'learning-rate')",13
"('overfitting', 'scikit-learn')",13
"('python', 'text')",12
"('nlp', 'similar-documents')",12
"('correlation', 'feature-engineering')",12
"('data', 'predictive-modeling')",12
"('decision-trees', 'r')",12
"('classification', 'imbalanced-learn')",12
"('nlp', 'pandas')",12
"('loss-function', 'multiclass-classification')",12
"('ensemble-modeling', 'python')",12
"('deep-learning', 'text-mining')",12
"('machine-learning', 'weighted-data')",12
"('chatbot', 'nlp')",12
"('regression', 'svm')",12
"('gpu', 'machine-learning')",12
"('jupyter', 'machine-learning')",12
"('cnn', 'overfitting')",12
"('grid-search', 'gridsearchcv')",12
"('mnist', 'python')",12
"('mathematics', 'python')",12
"('cross-validation', 'machine-learning-model')",12
"('classification', 'ensemble-modeling')",12
"('categorical-encoding', 'classification')",12
"('hyperparameter-tuning', 'optimization')",12
"('statistics', 'statsmodels')",12
"('distribution', 'probability')",12
"('accuracy', 'metric')",12
"('opencv', 'tensorflow')",12
"('image-preprocessing', 'tensorflow')",12
"('dimensionality-reduction', 'feature-selection')",12
"('bert', 'sentiment-analysis')",12
"('finetuning', 'huggingface')",12
"('class-imbalance', 'dataset')",12
"('clustering', 'spectral-clustering')",12
"('predictive-modeling', 'training')",12
"('machine-learning', 'mnist')",12
"('machine-learning', 'sequence')",12
"('gensim', 'python')",12
"('feature-scaling', 'neural-network')",12
"('data-cleaning', 'feature-selection')",12
"('neural-network', 'random-forest')",12
"('computer-vision', 'semantic-segmentation')",12
"('convolution', 'tensorflow')",12
"('pytorch', 'reinforcement-learning')",12
"('keras', 'word-embeddings')",12
"('faster-rcnn', 'object-detection')",12
"('keras', 'multilabel-classification')",12
"('deep-learning', 'weight-initialization')",12
"('encoding', 'preprocessing')",12
"('transfer-learning', 'transformer')",12
"('cnn', 'rnn')",12
"('cross-validation', 'model-evaluations')",12
"('machine-learning', 'text')",12
"('loss-function', 'xgboost')",12
"('text-classification', 'tfidf')",12
"('algorithms', 'neural-network')",12
"('encoding', 'feature-engineering')",12
"('feature-engineering', 'nlp')",12
"('tokenization', 'transformer')",12
"('r', 'xgboost')",12
"('linear-regression', 'regularization')",12
"('regression', 'ridge-regression')",12
"('machine-learning', 'matplotlib')",12
"('deep-learning', 'model-selection')",12
"('data-science-model', 'logistic-regression')",12
"('semantic-similarity', 'word-embeddings')",12
"('cross-validation', 'gridsearchcv')",12
"('image-preprocessing', 'image-recognition')",12
"('data-analysis', 'data-mining')",12
"('forecast', 'time-series')",12
"('image-classification', 'pytorch')",12
"('named-entity-recognition', 'spacy')",12
"('autoencoder', 'loss-function')",12
"('generalization', 'machine-learning')",12
"('data', 'feature-engineering')",12
"('backpropagation', 'loss-function')",12
"('machine-learning', 'matlab')",12
"('dataset', 'feature-selection')",12
"('keras', 'r')",12
"('object-detection', 'pytorch')",12
"('ensemble-learning', 'machine-learning')",12
"('gru', 'lstm')",12
"('text', 'text-classification')",12
"('cross-entropy', 'loss-function')",12
"('machine-learning', 'softmax')",12
"('forecasting', 'rnn')",12
"('tensorflow', 'text-classification')",12
"('image', 'machine-learning')",12
"('feature-construction', 'feature-selection')",12
"('numpy', 'python-3.x')",12
"('object-detection', 'object-recognition')",12
"('classification', 'correlation')",12
"('anomaly-detection', 'clustering')",12
"('lstm', 'predictive-modeling')",12
"('k-means', 'nlp')",11
"('machine-learning', 'terminology')",11
"('binary-classification', 'class-imbalance')",11
"('rnn', 'word-embeddings')",11
"('association-rules', 'data-mining')",11
"('accuracy', 'f1score')",11
"('sentiment-analysis', 'text-mining')",11
"('data-mining', 'text-mining')",11
"('computer-vision', 'ocr')",11
"('feature-importances', 'shap')",11
"('gpu', 'pytorch')",11
"('linear-models', 'linear-regression')",11
"('prediction', 'scikit-learn')",11
"('accuracy', 'prediction')",11
"('arima', 'python')",11
"('keras', 'preprocessing')",11
"('cnn', 'feature-extraction')",11
"('language-model', 'llm')",11
"('categorical-data', 'clustering')",11
"('machine-learning', 'nltk')",11
"('pandas', 'regression')",11
"('machine-translation', 'transformer')",11
"('machine-learning', 'pattern-recognition')",11
"('class-imbalance', 'oversampling')",11
"('classification', 'hyperparameter-tuning')",11
"('missing-data', 'time-series')",11
"('model-evaluations', 'xgboost')",11
"('pandas', 'visualization')",11
"('pytorch', 'torch')",11
"('rnn', 'sequence-to-sequence')",11
"('accuracy', 'tensorflow')",11
"('huggingface', 'pytorch')",11
"('python', 'transfer-learning')",11
"('cnn', 'image')",11
"('machine-learning', 'online-learning')",11
"('lasso', 'regularization')",11
"('text-classification', 'transformer')",11
"('machine-learning', 'ocr')",11
"('classification', 'one-hot-encoding')",11
"('auc', 'python')",11
"('python', 'tfidf')",11
"('feature-importances', 'feature-selection')",11
"('neural-network', 'softmax')",11
"('machine-learning', 'perceptron')",11
"('binary-classification', 'neural-network')",11
"('dimensionality-reduction', 'tsne')",11
"('k-means', 'pca')",11
"('nlp', 'pretraining')",11
"('predictive-modeling', 'probability')",11
"('multilabel-classification', 'nlp')",11
"('scikit-learn', 'statistics')",11
"('lstm', 'word-embeddings')",11
"('deep-learning', 'named-entity-recognition')",11
"('convolutional-neural-network', 'loss-function')",11
"('classification', 'model-selection')",11
"('hyperparameter-tuning', 'training')",11
"('data-science-model', 'feature-selection')",11
"('nlp', 'search-engine')",11
"('cnn', 'data-augmentation')",11
"('shap', 'xgboost')",11
"('rnn', 'transformer')",11
"('model-selection', 'python')",11
"('ensemble', 'machine-learning')",11
"('machine-learning', 'q-learning')",11
"('multiclass-classification', 'text-classification')",11
"('tensorflow', 'word-embeddings')",11
"('boosting', 'decision-trees')",11
"('audio-recognition', 'classification')",11
